time_s,phase,control_mode,target_x,target_y,target_z,actual_x,actual_y,actual_z,target_force_n,measured_force_n,raw_wrench_0,raw_wrench_1,raw_wrench_2,raw_wrench_3,raw_wrench_4,raw_wrench_5,wrench_0,wrench_1,wrench_2,wrench_3,wrench_4,wrench_5,q_0,q_1,q_2,q_3,q_4,q_5,q_6,qd_0,qd_1,qd_2,qd_3,qd_4,qd_5,qd_6,tau_0,tau_1,tau_2,tau_3,tau_4,tau_5,tau_6,contact,fault
5.723999999999592,RETRACT,CARTESIAN_IMPEDANCE,0.3154634264001158,2.9466970183828427e-07,0.32384744554019756,0.31500675335206463,-0.00023827638938906005,0.3185363504215625,0.0,0.034289998675005,0.07458878458734335,-0.0413983302462828,-2.556781102923143,0.002267380920356942,0.004093914570397976,3.801286615875013e-06,0.014776152240689164,-0.009232653073414483,0.03792816540711508,0.00175174096436252,0.003210275205394673,3.8018424606563866e-06,0.0020226128111070986,0.0849289945385732,-0.0019367366688751843,-1.7236052899226757,-1.7398168534482013,1.0391562237696608,-1.3766610914151953,0.001967403631976827,0.021816569467836586,0.0055829985707627,0.3292587555536968,0.5531190901530318,0.04067734763807061,-0.6485135250687635,0.00784124890387602,9.134984254287566,0.01975403694407098,10.109199307829867,0.19376888942962553,0.0029288243561493535,-0.24629316193429318,0,
5.725999999999591,RETRACT,CARTESIAN_IMPEDANCE,0.3154633462150404,2.9461656453413236e-07,0.32405320516475583,0.3150058903048592,-0.00023690475587013316,0.3187571772956387,0.0,0.034944868686784814,0.07470933050077518,-0.04139742188056114,-2.556122132397789,0.0022673777973486035,0.004100173892049752,3.7753105851505057e-06,0.014805582123450893,-0.00921576426793179,0.03858449215693094,0.0017517378413541816,0.003216534527046449,3.775866429931879e-06,0.0020266771572319585,0.08497101810639524,-0.0019256441387717211,-1.722947016708657,-1.7387113094380855,1.0392363958373114,-1.3779572558878572,0.002032173062429953,0.02101178391102117,0.0055462650517315555,0.32913660700937003,0.552772005057933,0.040086033825307586,-0.6480822363309456,0.0077090483396499015,9.13144007796475,0.019558354353360737,10.106807427364148,0.19335209615479793,0.002746971715375631,-0.24582528440312146,0,
5.727999999999591,RETRACT,CARTESIAN_IMPEDANCE,0.31546326635509325,2.945636426869908e-07,0.3242581304911826,0.3150050602329745,-0.00023551925884427472,0.31897742488578645,0.0,0.03560000091141112,0.07482725207623808,-0.04139463196217779,-2.555462966353706,0.0022672750580677277,0.004106290715168556,3.748759511496103e-06,0.014834568739034402,-0.009198258939547066,0.03924108642562052,0.0017516351020733058,0.0032226513501652527,3.7493153562774766e-06,0.0020308704517123157,0.08501143291105849,-0.0019146268576653077,-1.7222890196589684,-1.7376065100929539,1.0393153871780385,-1.379252498342299,0.0020966472401785755,0.020207402331629105,0.0055086405532066675,0.32899852484424785,0.552399672565807,0.039495670363576006,-0.647621227220888,0.007574497311458368,9.127936916613864,0.019360247507851237,10.104401850558595,0.19292431669164045,0.0025665757247287616,-0.24534500849869922,0,
5.729999999999591,RETRACT,CARTESIAN_IMPEDANCE,0.31546318682423924,2.9451093892438423e-07,0.3244622113451103,0.31500426296950973,-0.0002341200834477054,0.3191970832920783,0.0,0.03625539630396881,0.07494253782779979,-0.041389967684856234,-2.5548036048024376,0.0022670730457299637,0.004112264365494274,3.7216376250727344e-06,0.014863111938031075,-0.009180144604508833,0.03989794880398989,0.0017514330897355419,0.0032286250004909707,3.722193469854108e-06,0.002035192054694696,0.08505023988906482,-0.0019036865881112116,-1.721631330780644,-1.736502506042998,1.0393931998764796,-1.38054675914953,0.0021608014911903145,0.01940348900316563,0.005470134777048121,0.3288444391622792,0.5520020249779625,0.03890634922055163,-0.6471304036154824,0.007437613224901018,9.124474710029478,0.0191597575504934,10.101982604664945,0.19248554283153127,0.0023876664702535233,-0.24485231034667554,0,
5.731999999999591,RETRACT,CARTESIAN_IMPEDANCE,0.3154631076264434,2.9445845587383705e-07,0.32466543755217153,0.3150034983500923,-0.00023270741805158854,0.31941614261066725,0.0,0.036911055753972605,0.07505517608954726,-0.041383436349796625,-2.554144047826784,0.0022667721091609657,0.004118094160348639,3.693949355601059e-06,0.014891211287929702,-0.009161428778246574,0.04055507980022455,0.0017511321531665438,0.003234454795345336,3.6945052003824326e-06,0.0020396412766903855,0.08508744010447673,-0.0018928250725898025,-1.7209739822197057,-1.7353993480508414,1.0394698362006787,-1.3818399784954107,0.0022246109978447536,0.01860010770595769,0.0054307577607045415,0.3286742804691106,0.5515789960782901,0.03831816209957786,-0.6466096729404253,0.007298414216912107,9.121053398232956,0.018956926502927185,10.099549717962908,0.19203576687487706,0.0022102736559696298,-0.24434716661621045,0,
5.7339999999995905,RETRACT,CARTESIAN_IMPEDANCE,0.3154630287656708,2.9440619616287387e-07,0.3248677989379989,0.3150027662128922,-0.000231281454203501,0.3196345929337769,0.0,0.03756698008229796,0.07516515502204138,-0.04137504535665266,-2.553484295581816,0.0022663726022382354,0.004123779408990598,3.665699330183187e-06,0.014918866080014352,-0.009142118967446832,0.041212479838793836,0.0017507326462438135,0.0032401400439872946,3.6662551749645606e-06,0.0020442173783051638,0.08512303474794121,-0.0018820440328394439,-1.720317006260368,-1.734297087008599,1.0395452986015077,-1.3831320963837401,0.002288050807389038,0.01779732173223879,0.005390519875179309,0.3284879796687758,0.551130521121247,0.03773120041447797,-0.6460589441646699,0.0071569191369508746,9.117672921454364,0.018751797236173942,10.09710321976185,0.1915749816165984,0.002034426595980448,-0.2438295545163823,0,
5.73599999999959,RETRACT,CARTESIAN_IMPEDANCE,0.3154629502458862,2.9435416241901915e-07,0.32506928532822477,0.31500206639862854,-0.00022984238656499387,0.3198524243497042,0.0,0.038223170038467216,0.07527246261615697,-0.04136480220524756,-2.552824348297418,0.0022658748840660376,0.004129319412792334,3.6368923709773557e-06,0.014946075333633048,-0.009122222672863351,0.041870149257760225,0.0017502349280716157,0.0032456800477890313,3.637448215758729e-06,0.002048919569986075,0.08515702513572337,-0.0018713451691938568,-1.7196604353242468,-1.73319577393496,1.039619589712037,-1.3844230526393286,0.0023510958404555794,0.016995193891082387,0.0053494318227935034,0.3282854680606329,0.5506565368195108,0.037145555264632306,-0.6454781277942954,0.00701314753324139,9.114333220119505,0.01854441344618144,10.094643140408191,0.19110318033725543,0.0018601542073489168,-0.24329945178764364,0,
5.73799999999959,RETRACT,CARTESIAN_IMPEDANCE,0.3154628720710548,2.943023572697974e-07,0.3252698865484819,0.31500139875057653,-0.00022839041284931,0.32006962694281105,0.0,0.03887962629793996,0.07537708669942643,-0.04135271448992777,-2.552164206278429,0.0022652793186467156,0.004134713465578814,3.6075334942821013e-06,0.014972837802939384,-0.00910174738476897,0.04252808830855681,0.0017496393626522937,0.003251074100575511,3.6080893390634747e-06,0.0020537470117853274,0.0851894127087497,-0.0018607301599243445,-1.7190043019695738,-1.7320954599722977,1.0396927123468576,-1.3857127869110606,0.0024137208996260775,0.016193786513163787,0.005307504634756111,0.32806667733651146,0.5501569813310614,0.036561317410239956,-0.6448671358659241,0.006867119634685802,9.111034234823526,0.01833481962510545,10.092169511284371,0.19062035678957304,0.0016874850020301895,-0.24275683669596215,0,
5.73999999999959,RETRACT,CARTESIAN_IMPEDANCE,0.3154627942451414,2.942507833427332e-07,0.32546959242440265,0.3150007631145701,-0.0002269257337580141,0.3202861907935267,0.0,0.039536349459850996,0.07547901494120568,-0.04133878989723413,-2.5515038699069246,0.002264586274776756,0.004139960853891442,3.577627907216361e-06,0.014999151982417185,-0.009080700581741586,0.04318629715358746,0.001748946318782334,0.0032563214888881387,3.5781837519977344e-06,0.0020586988131414286,0.08522019903166042,-0.0018502006605872626,-1.7183486388904174,-1.730996196383806,1.0397646695013534,-1.38700123867494,0.002475900678050626,0.01539316145535947,0.005264749668540972,0.32783153957811123,0.5496317942458293,0.03597857724787597,-0.6442258819396746,0.00671885633563988,9.107775906313385,0.018123061035348366,10.089682364815198,0.19012650518707658,0.0015164470801981413,-0.2422016880259117,0,
5.74199999999959,RETRACT,CARTESIAN_IMPEDANCE,0.3154627167721111,2.94199443265351e-07,0.3256683927816197,0.3150001593389992,-0.0002254485529155731,0.32050210597834683,0.0,0.04019334004472356,0.07557823485753495,-0.041323036203438364,-2.550843339642145,0.002263796125933994,0.004145060857224322,3.5471810061363118e-06,0.01502501611208798,-0.009059089729301067,0.04384477586618862,0.001748156169939572,0.0032614214922210187,3.5477368509176852e-06,0.002063774032677653,0.08524938579187077,-0.0018397583033771187,-1.7176934789159082,-1.7298980345506623,1.039835464350926,-1.3882883472371232,0.0025376097681123187,0.014593380105173788,0.005221178605071926,0.3275799872546073,0.5490809165719156,0.03539742478627702,-0.6435542810916274,0.006568379179730982,9.104558175459553,0.01790918368257676,10.087181734465922,0.18962162019266493,0.0013470681229798406,-0.24163398507342398,0,
